Building Name,Street Address,City,State,Postal,Country,MSA Name,Latitude,Longitude,Elevation,Serving Wire Center CLLI,Building CLLI,Network Build Status,Building Connection Status,Building Category,NPA,NXX,LATA,Demarc Code,Fiber Ownership,Access Medium,Install Interval,Supplier Name,Access Customer Name,Access Floor,Access Room,Ethernet Handoff Type,Minimum Circuit Level,Minimum Quantity to Accept an Order,Special Construction Cost,Customer Unique Key,CB Building Key,Transaction Indicator,Primary NNI Location,Secondary NNI Location,Primary Number,Street Predirection,Street Name,Street Postdirection,Street Suffix,Secondary Designator,Secondary Number,Extra Secondary Designator,Extra Secondary Number,Plus4 Code,Conformed State,Conformed City,Building Notes,Distance Band,LOS Distance 1 Path,LOS Distance 2 Path,ROW Distance 1 Path,ROW Distance 2 Path,LOS Distance 1 Access Point,LOS Distance 2 Access Point,ROW Distance 1 Access Point,ROW Distance 2 Access Point,Comcast Pricing Zone,Indatel Pricing Zone,CenturyLink Pricing Zone,Sprint Pricing Zone,Verizon Pricing Zone,AT&T Pricing Zone,Building Competitive Rating,AT&T Serving Node CLLI,AT&T Unique Key,Pricing Zone,Pricing Type,Wavelength Handoff Type,Wave Zone,Wave Install Interval,Custom Pricing Zone,Lateral Distance,OSP Construction Estimate,OSP Cost per Foot,OSP Cost Zone,Telco_Spend,Tenant_Count,FBL Market ID,MRTL,Territory ID,Pricing Tool,Minimum Contract Value,TCVR,Base Zone,Tenant Band,Telco Spend Band,Active Status,SFDC Access Level,Wave MCV,Mkt-Prof 1,Program Engineering Boundary,Program SWC,MOVAw,MOVAe,Investment Building Eligible,Bundle Tier,SFDC Building Type,Dish Route,Dish 2020,CPQ Ethernet Zone,DASH Eligibility,MKT Rate EVPL 5000,ENNI Eligibility,EPE Approval Code,SWC Status,QM Last Run Date,QM MNO Target,MNO-A ID,MNO-T ID,Dark MCV,MNO-V ID,FRDF Eligible,MDFNp Eligible,FNI,MNO Target,QM FCC ID,SFDC LLOC,FBL Node,FBL Market,FBL Level 6 Demarcs,Texas Express Node,CoStar ID,SFDC Status,SFDC On Off Net,SFDC Building Category 1,SFDC Building Category 2,SFDC Market,SFDC Active Date,SFDC Building Name,SFDC Location Long ID,SFDC Location ID,SFDC Entrance Type,DISH Site ID,TMO Site ID,Sprint Site Id,Verizon Site ID,ATT Site ID,SFDC Building Type.1,NPA- NXX,Ethernet Zone,Horizontal Coordinate,Vertical Coordinate,Protection Type,Handoff Pricing,Diversity Type,Tenant Count,Building Sq Footage,Building Floors,Property Type,Address Status,id,Barriers,Modified Date,Modified By,Status,UniqueID,geometry,Distances_from_splice,Distances_from_path
14500 Avion Pkwy,14500 Avion Pkwy,Chantilly,Virginia,20151,United States,,38.903773,-77.448322,0.0,CNVIVACTDS0,,Not Connected,Near Net,Commercial Building,703.0,222.0,,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-C2F-77a0c792,U,,,14500,,,,Pkwy,,,,,,VA,Chantilly,,1501+ feet,,,2685.0,,,,3-way junction - BL20,,,,,,,,Red,ASBNVACYW38,,1.0,END USER,,0.0,,,,260000,,,17135.0,25.0,,257000.0,,TCP,257000.0,342500.0,20.0,High,High,,,27000000,,Northern Virginia,12100 Sunrise,27000000.0,27000000.0,Not Pre-Qualified,,Multi Tenant,None,No,20.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,12100 Sunrise,Northern Virginia,,,,,Off Net,Commercial Building,,Northern Virginia - NVA,,14500 Avion Pkwy,a030H00000agVZBQA2,NVA277408,,,,,,,Multi Tenant,703-222,,,,,,,11.0,,,Commercial,Matched,854,waterways - stream,2023-05-19,edward.boling@fiberlight.com,matching,743,POINT (-77.448322 38.903773),0.0,0.0
43805 Central Station Dr,43805 Central Station Dr,Ashburn,Virginia,20147,United States,,39.006957,-77.486423,0.0,HRNDVASTDS0,,Not Connected,Near Net,Commercial Building,703.0,265.0,,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-C2F-775f01d7,U,,,43805,,,,Dr,,,,,,VA,Ashburn,,1501+ feet,,,2763.0,,,,3-way junction - BL20,,96.0,96.0,96.0,96.0,96.0,96.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 96,,33875,,,5935.0,17.0,,59250.0,,CPQ,59250.0,79000.0,6.0,Medium,Medium,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,29625.0,2022.LS.MOVA.Q2,,Multi Tenant,None,No,96.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,,,,Off Net,Health Care,,Northern Virginia - NVA,,43805 Central Station Dr,a030H00000YSEhEQAX,NVA173913,,,,,,,Multi Tenant,703-265,,,,,,,7.0,,,Commercial,Matched,863,No,2023-04-14,edward.boling@fiberlight.com,matching,744,POINT (-77.486423 39.006957),0.0,0.0
43801 Central Station Dr,43801 Central Station Dr,Ashburn,Virginia,20147,United States,,39.006887,-77.486511,0.0,,,Not Connected,Near Net,Commercial Building,,,,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-C2F-1ec48995,U,,,43801,,,,Dr,,,,,,VA,Ashburn,,1501+ feet,,,2809.0,,,,3-way junction - BL20,,7.0,7.0,7.0,7.0,7.0,7.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 7,,38250,,,1930.0,4.0,,63250.0,,CPQ,63250.0,84250.0,7.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,Multi Tenant,None,No,7.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,,,,Off Net,Commercial Building,,Northern Virginia - NVA,,43801 Central Station Dr,a030H00000YSEhDQAX,NVA173912,,,,,,,Multi Tenant,,,,,,,,5.0,,,Commercial,Matched,865,No,2023-04-14,edward.boling@fiberlight.com,matching,745,POINT (-77.486511 39.006887),0.0,3.529987387530687e-15
22025 Shellhorn Rd,22025 Shellhorn Rd,Ashburn,Virginia,20147,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",39.007411,-77.485951,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109987960,U,,,22025,,,,Rd,,,,,,VA,Ashburn,,1501+ feet,,,2464.0,,,,3-way junction - BL20,,2.0,2.0,2.0,2.0,2.0,2.0,Yellow,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 2,,11225.72,,,,,,26250.0,,CPQ,26250.0,35000.0,2.0,High,High,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,2.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,,,,Unknown,No Match,866,No,2023-04-19,edward.boling@fiberlight.com,matching,746,POINT (-77.485951 39.007411),0.0,0.0
22523 Willington Sq,22523 Willington Sq,Ashburn,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.993896,-77.507841,0.0,ASBNVAASDS0,DLLSVAXA,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109990659,U,,,22523,,,,Sq,,,,,,VA,Ashburn,,1501+ feet,,,2875.0,,,,3-way junction - BL7,,,,,,,,Green,ASBNVACYW38,,,,,,,,,305654.37,,,175.0,1.0,,283500.0,,TCP,283500.0,378000.0,20.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,20.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Residential,Matched,873,No,2023-03-01,edward.boling@fiberlight.com,matching,747,POINT (-77.507841 38.993896),5.208122926818615e-15,0.0
42012 Winning Glory Dr,42012 Winning Glory Dr,Aldie,Virginia,20105,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.898985,-77.550128,0.0,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110040056,U,,,42012,,,,Dr,,,,,,VA,Aldie,,1501+ feet,,,2596.0,,,,IAD06 to BL7,,,,,,,,Green,ASBNVACYW38,,,,,,,,,290683.40,,,130.0,1.0,,270500.0,,TCP,270500.0,360750.0,20.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,20.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Residential,Matched,875,No,2023-03-01,edward.boling@fiberlight.com,matching,748,POINT (-77.550128 38.898985),0.0,0.0
44886 Old Ox Rd,44886 Old Ox Rd,Sterling,Virginia,20166,United States,,38.984197,-77.447688,0.0,HRNDVASTDS0,,Not Connected,Near Net,Commercial Building,703.0,265.0,,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-C2F-86fd6b8a,U,,,44886,,,,Rd,,,,,,VA,Sterling,,1501+ feet,,,2830.0,,,,IAD06 to BL7,,6.0,6.0,6.0,6.0,6.0,6.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 6,,34000,,,1556.0,2.0,,59500.0,,CPQ,59500.0,79250.0,6.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,Multi Tenant,None,No,6.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,,,,Off Net,Commercial Building,,Northern Virginia - NVA,,44886 Old Ox Rd,a030H00000YSEwvQAH,NVA174886,,,,,,,Multi Tenant,703-265,,,,,,,1.0,,,Commercial,Matched,879,No,2023-04-14,edward.boling@fiberlight.com,matching,749,POINT (-77.447688 38.984197),0.0,1.5117210479934357e-14
42541 John Mosby Hwy,42541 John Mosby Hwy,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.93355,-77.532481,0.0,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110041953,U,,,42541,,,,Hwy,,,,,,VA,Chantilly,,1501+ feet,,,2560.0,,,,IAD06 to BL7,,,,,,,,Green,ASBNVACYW38,,,,,,,,,283327.14,,,,,,264000.0,,TCP,264000.0,352000.0,20.0,High,High,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,20.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,,,,Unknown,No Match,882,No,2023-03-01,edward.boling@fiberlight.com,matching,750,POINT (-77.532481 38.93355),1.5888218580782548e-14,1.4210854715202004e-14
23480 Rock Haven Way,23480 Rock Haven Way,Sterling,Virginia,20166,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.967463,-77.489836,0.0,DLLSVAXARS0,,Not Connected,OffNet,Commercial Building,703.0,260.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-cd1fb7d,U,,,23480,,,,Way,,,,,4401.0,VA,Sterling,,1501+ feet,,,1824.0,,,,IAD06 to BL7,,,,,,,,Yellow,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,4217.37,12.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Medium,Medium,,,"27,000,000",,Northern Virginia,21701 Filigree,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,a030H00000agWYOQA2,,,,,,,,,,,,,,,,,,,,,,703-260,,,,,,,10.0,,,Commercial,Matched,886,No,2022-07-18,mberman@connected2fiber.com,matching,751,POINT (-77.489836 38.967463),7.105427357601002e-15,7.105427357601002e-15
23726 Belmont Ridge Rd,23726 Belmont Ridge Rd,Ashburn,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.961318,-77.53527,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109994350,U,,,23726,,,,Rd,,,,,,VA,Ashburn,,1501+ feet,,,1990.0,,,,3-way junction - BL7,,18.0,18.0,18.0,18.0,18.0,18.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 18,,170574.35,,,,,,165500.0,,CPQ,165500.0,220750.0,18.0,High,High,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,18.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,,,,Commercial,Matched,887,No,2023-04-19,edward.boling@fiberlight.com,matching,752,POINT (-77.53527 38.961318),6.1705706488935e-15,0.0
42685 Dulles Trade Ct,42685 Dulles Trade Ct,Sterling,Virginia,20166,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.950975,-77.526086,0.0,DLLSVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,260.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110042152,U,,,42685,,,,Ct,,,,,,VA,Sterling,,1501+ feet,,,2778.0,,,,IAD06 to BL7,,19.0,19.0,19.0,19.0,19.0,19.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 19,,246341.56,,,765.0,2.0,,245000.0,,CPQ,245000.0,326750.0,19.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,19.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-260,,,,,,,2.0,,,Commercial,Matched,889,No,2023-04-19,edward.boling@fiberlight.com,matching,753,POINT (-77.526086 38.950975),0.0,0.0
43141 Town Hall Plz,43141 Town Hall Plz,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.924717,-77.51047,0.0,DLLSVAXARS0,,Not Connected,OffNet,Commercial Building,703.0,260.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-9b0b2300,U,,,43141,,,,Plz,,,,,5924.0,VA,Chantilly,,1001 - 1500 feet,,,1083.0,,,,3-way junction - BL20,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,328.0,1.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Low,Low,,,"27,000,000",,Northern Virginia,21701 Filigree,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703-260,,,,,,,1.0,,,Commercial,Matched,890,No,2022-07-18,mberman@connected2fiber.com,matching,754,POINT (-77.51047 38.924717),7.105427357601002e-15,2.696738803921638e-15
25608 Colonists Ter,25608 Colonists Ter,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.909027,-77.539356,0.0,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110000255,U,,,25608,,,,Ter,,,,,,VA,Chantilly,,1001 - 1500 feet,,,1015.0,,,,IAD06 - IAD21,,15.0,15.0,15.0,15.0,15.0,15.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 15,,138518.80,,,,,,137500.0,,CPQ,137500.0,183500.0,15.0,High,High,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,15.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Residential,Matched,893,No,2023-04-19,edward.boling@fiberlight.com,matching,755,POINT (-77.539356 38.909027),7.105427357601002e-15,0.0
43145 Town Hall Plz,43145 Town Hall Plz,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.924614,-77.510197,0.0,DLLSVAXARS0,,Not Connected,OffNet,Commercial Building,703.0,260.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,CAT5/FIBER,100.0,1.0,,,029E-C2F-ec0c1396,U,,,43145,,,,Plz,,,,,5924.0,VA,Chantilly,,501 - 1000 feet,,,990.0,,,,3-way junction - BL20,,,,,,,,Green,ASBNVACYW38,,1.0,END USER,,0.0,,,,,Yes,,414.0,1.0,,750000.0,,ICB-9,27000000.0,35999964.0,,Low,Low,,,"27,000,000",,Northern Virginia,21701 Filigree,27000000.0,27000000.0,,,,No Route,No,,Not Eligible,,Not Eligible,MAR Complient,EL/EN/RE,,,,,27000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703-260,,,,,,,,,,Commercial,Matched,895,No,2022-07-18,mberman@connected2fiber.com,matching,756,POINT (-77.510197 38.924614),7.105427357601002e-15,1.5844315270162098e-14
42085 Nyala Ct,42085 Nyala Ct,Aldie,Virginia,20105,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.918217,-77.547247,0.0,ARCLVAXARS0,ARCLVAXA,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110040258,U,,,42085,,,,Ct,,,,,,VA,Aldie,,1501+ feet,,,2281.0,,,,IAD06 to BL7,,,,,,,,Green,ASBNVACYW38,,,,,,,,,586400.67,,,130.0,1.0,,529000.0,,TCP,529000.0,705250.0,25.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,25.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Residential,Matched,900,No,2023-03-01,edward.boling@fiberlight.com,matching,757,POINT (-77.547247 38.918217),3.162574249292048e-21,0.0
42202 Banff Springs Pl,42202 Banff Springs Pl,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.919978,-77.543526,0.0,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110041275,U,,,42202,,,,Pl,,,,,,VA,Chantilly,,1001 - 1500 feet,,,1073.0,,,,IAD06 to BL7,,,,,,,,Green,ASBNVACYW38,,,,,,,,,550630.73,,,420.0,1.0,,497750.0,,TCP,497750.0,663500.0,24.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,24.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Residential,Matched,902,No,2023-03-01,edward.boling@fiberlight.com,matching,758,POINT (-77.543526 38.919978),1.4210854715202004e-14,6.9704464952377115e-15
22052 Avonworth Sq,22052 Avonworth Sq,Broadlands,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",39.006329,-77.513259,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109988201,U,,,22052,,,,Sq,,,,,,VA,Ashburn,,501 - 1000 feet,,,805.0,,,,3-way junction - BL20,,,,,,,,Green,ASBNVACYW38,,,,,,,,,773827.17,,,220.0,1.0,,692750.0,,TCP,692750.0,923500.0,26.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,26.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Residential,Matched,903,No,2023-03-01,edward.boling@fiberlight.com,matching,759,POINT (-77.513259 39.006329),0.0,0.0
42760 Gideon Ln,42760 Gideon Ln,South Riding,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.904172,-77.523763,0.0,ARCLVAXARS0,ARCLVAXA,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3110042243,U,,,42760,,,,Ln,,,,,,VA,Chantilly,,1001 - 1500 feet,,,1255.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,,,,,,,,333101.38,,,175.0,1.0,,307500.0,,TCP,307500.0,410000.0,21.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,21.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Residential,Matched,905,No,2023-03-01,edward.boling@fiberlight.com,matching,760,POINT (-77.523763 38.904172),3.9657451273613987e-16,1.209395275970765e-14
21807 Shellhorn Rd,21807 Shellhorn Rd,Ashburn,Virginia,20147,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",39.013289,-77.490158,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109986872,U,,,21807,,,,Rd,,,,,,VA,Ashburn,,501 - 1000 feet,,,989.0,,,,3-way junction - BL20,,7.0,7.0,7.0,7.0,7.0,7.0,Green,ASBNVACYW38,,1.0,END USER,,0.0,,Zone 7,,59470.44,,,845.0,1.0,,68500.0,,CPQ,68500.0,91250.0,7.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,7.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Commercial,No Match,907,waterways - ditch,2023-04-19,edward.boling@fiberlight.com,matching,761,POINT (-77.490158 39.013289),0.0,0.0
22544 Airmont Woods Ter,22544 Airmont Woods Ter,Ashburn,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",38.992815,-77.491106,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109990691,U,,,22544,,,,Ter,,,,,,VA,Ashburn,,501 - 1000 feet,,,630.0,,,,3-way junction - BL7,,,,,,,,Green,ASBNVACYW38,,,,,,,,,632219.17,,,175.0,1.0,,569000.0,,TCP,569000.0,758500.0,25.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,25.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Residential,Matched,909,No,2023-03-01,edward.boling@fiberlight.com,matching,762,POINT (-77.491106 38.992815),0.0,1.2727396750123827e-14
22553 Welborne Manor Sq,22553 Welborne Manor Sq,Ashburn,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.992588,-77.491555,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109990720,U,,,22553,,,,Sq,,,,,,VA,Ashburn,,501 - 1000 feet,,,715.0,,,,3-way junction - BL7,,,,,,,,Green,ASBNVACYW38,,,,,,,,,627124.58,,,175.0,1.0,,564500.0,,TCP,564500.0,752500.0,25.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,25.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Residential,Matched,914,No,2023-03-01,edward.boling@fiberlight.com,matching,763,POINT (-77.491555 38.992588),0.0,4.4387299749194986e-15
22107 Vantage Pointe Pl,22107 Vantage Pointe Pl,Ashburn,Virginia,20148,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV",39.007105,-77.50074,0.0,ASBNVAASDS0,,Not Connected,Near Net,Commercial Building,703.0,723.0,246.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109988701,U,,,22107,,,,Pl,,,,,,VA,Ashburn,,1501+ feet,,,2722.0,,,,3-way junction - BL20,,,,,,,,Green,ASBNVACYW38,,,,,,,,,451939.96,,,130.0,1.0,,411500.0,,TCP,411500.0,548500.0,23.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,23.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-723,,,,,,,1.0,,,Residential,Matched,916,No,2023-03-01,edward.boling@fiberlight.com,matching,764,POINT (-77.50074 39.007105),8.998867186053245e-15,1.4210854715202004e-14
25246 Whippoorwill Ter,25246 Whippoorwill Ter,Chantilly,Virginia,20152,United States,"WASHINGTON-ARLINGTON-ALEXANDRIA, DC-VA-MD-WV ",38.918782,-77.519722,0.0,ARCLVAXARS0,,Not Connected,Near Net,Commercial Building,703.0,327.0,236.0,,Built,Fiber,,FIBERLIGHT LLC,,,,,100.0,1.0,,,029E-174-3109999510,U,,,25246,,,,Ter,,,,,,VA,Chantilly,,1501+ feet,,,1935.0,,,,IAD06 - IAD21,,,,,,,,Green,ASBNVACYW38,,,,,,,,,1298518.05,,,220.0,1.0,,1151000.0,,TCP,1151000.0,1534750.0,30.0,Low,Low,,,27000000,,Northern Virginia,21701 Filigree,27000000.0,27000000.0,Not Pre-Qualified,,,None,No,30.0,Not Eligible,,Not Eligible,,EL/EN/RE,,,,,,,,,,,,,21701 Filigree,Northern Virginia,,No,,,,,,,,,,,,,,,,,,703-327,,,,,,,1.0,,,Residential,Matched,918,No,2023-03-01,edward.boling@fiberlight.com,matching,765,POINT (-77.519722 38.918782),1.4210854715202004e-14,0.0
